Date,Stock_Code,Price,Sector
2023-05-29,012,67.64,Materials
2023-05-30,012,67.45,Materials
2023-05-31,012,66.68,Materials
2023-06-01,012,67.3,Materials
2023-06-02,012,68.27,Materials
2023-06-03,012,66.89,Materials
2023-06-04,012,66.05,Materials
2023-06-05,012,66.27,Materials
2023-06-06,012,65.31,Materials
2023-06-07,012,64.54,Materials
2023-06-08,012,65.79,Materials
2023-06-09,012,65.21,Materials
2023-06-10,012,65.68,Materials
2023-06-11,012,64.52,Materials
2023-06-12,012,65.77,Materials
2023-06-13,012,64.62,Materials
2023-06-14,012,65.25,Materials
2023-06-15,012,66.03,Materials
2023-06-16,012,65.46,Materials
2023-06-17,012,65.62,Materials
2023-06-18,012,66.62,Materials
2023-06-19,012,66.73,Materials
2023-06-20,012,67.72,Materials
2023-06-21,012,67.43,Materials
2023-06-22,012,67.16,Materials
2023-06-23,012,66.94,Materials
2023-06-24,012,66.6,Materials
2023-06-25,012,66.67,Materials
2023-06-26,012,66.01,Materials
2023-06-27,012,66.35,Materials
2023-06-28,012,65.28,Materials
2023-06-29,012,64.75,Materials
2023-06-30,012,65.5,Materials
2023-07-01,012,65.98,Materials
2023-07-02,012,66.24,Materials
2023-07-03,012,65.93,Materials
2023-07-04,012,66.03,Materials
2023-07-05,012,65.66,Materials
2023-07-06,012,64.59,Materials
2023-07-07,012,64.08,Materials
2023-07-08,012,63.98,Materials
2023-07-09,012,64.21,Materials
2023-07-10,012,64.13,Materials
2023-07-11,012,64.85,Materials
2023-07-12,012,64.86,Materials
2023-07-13,012,65.32,Materials
2023-07-14,012,65.94,Materials
2023-07-15,012,66.39,Materials
2023-07-16,012,67.17,Materials
2023-07-17,012,66.42,Materials
2023-07-18,012,67.48,Materials
2023-07-19,012,68.03,Materials
2023-07-20,012,95.38,Materials
2023-07-21,012,93.65,Materials
2023-07-22,012,91.93,Materials
2023-07-23,012,90.07,Materials
2023-07-24,012,90.84,Materials
2023-07-25,012,90.75,Materials
2023-07-26,012,91.0,Materials
2023-07-27,012,90.79,Materials
2023-07-28,012,91.92,Materials
2023-07-29,012,92.74,Materials
2023-07-30,012,92.17,Materials
2023-07-31,012,91.53,Materials
2023-08-01,012,89.98,Materials
2023-08-02,012,90.73,Materials
2023-08-03,012,90.02,Materials
2023-08-04,012,90.24,Materials
2023-08-05,012,90.34,Materials
2023-08-06,012,89.12,Materials
2023-08-07,012,89.59,Materials
2023-08-08,012,90.38,Materials
2023-08-09,012,91.35,Materials
2023-08-10,012,93.41,Materials
2023-08-11,012,94.84,Materials
2023-08-12,012,94.86,Materials
2023-08-13,012,94.58,Materials
2023-08-14,012,94.57,Materials
2023-08-15,012,96.48,Materials
2023-08-16,012,95.8,Materials
2023-08-17,012,94.93,Materials
2023-08-18,012,94.95,Materials
2023-08-19,012,94.43,Materials
2023-08-20,012,94.68,Materials
2023-08-21,012,94.33,Materials
2023-08-22,012,94.81,Materials
2023-08-23,012,95.39,Materials
2023-08-24,012,93.76,Materials
2023-08-25,012,92.83,Materials
2023-08-26,012,91.91,Materials
2023-08-27,012,90.71,Materials
2023-08-28,012,91.12,Materials
2023-08-29,012,89.27,Materials
2023-08-30,012,89.39,Materials
2023-08-31,012,89.5,Materials
2023-09-01,012,87.98,Materials
2023-09-02,012,88.88,Materials
2023-09-03,012,89.44,Materials
2023-09-04,012,90.89,Materials
2023-09-05,012,90.13,Materials
2023-09-06,012,88.93,Materials
2023-09-07,012,89.46,Materials
2023-09-08,012,87.78,Materials
2023-09-09,012,87.75,Materials
2023-09-10,012,87.63,Materials
2023-09-11,012,87.13,Materials
2023-09-12,012,86.86,Materials
2023-09-13,012,85.95,Materials
2023-09-14,012,86.5,Materials
2023-09-15,012,88.02,Materials
2023-09-16,012,87.45,Materials
2023-09-17,012,87.64,Materials
2023-09-18,012,88.17,Materials
2023-09-19,012,87.64,Materials
2023-09-20,012,87.84,Materials
2023-09-21,012,86.73,Materials
2023-09-22,012,86.34,Materials
2023-09-23,012,88.39,Materials
2023-09-24,012,89.42,Materials
2023-09-25,012,89.95,Materials
2023-09-26,012,87.86,Materials
2023-09-27,012,88.18,Materials
2023-09-28,012,87.17,Materials
2023-09-29,012,86.83,Materials
2023-09-30,012,86.13,Materials
2023-10-01,012,87.21,Materials
2023-10-02,012,85.81,Materials
2023-10-03,012,85.62,Materials
2023-10-04,012,87.11,Materials
2023-10-05,012,86.05,Materials
2023-10-06,012,86.29,Materials
2023-10-07,012,86.09,Materials
2023-10-08,012,85.2,Materials
2023-10-09,012,82.92,Materials
2023-10-10,012,83.03,Materials
2023-10-11,012,81.98,Materials
2023-10-12,012,82.91,Materials
2023-10-13,012,82.52,Materials
2023-10-14,012,81.41,Materials
2023-10-15,012,81.45,Materials
2023-10-16,012,82.01,Materials
2023-10-17,012,84.23,Materials
2023-10-18,012,82.77,Materials
2023-10-19,012,81.92,Materials
2023-10-20,012,80.72,Materials
2023-10-21,012,82.33,Materials
2023-10-22,012,81.92,Materials
2023-10-23,012,81.81,Materials
2023-10-24,012,82.91,Materials
2023-10-25,012,83.85,Materials
2023-10-26,012,84.54,Materials
2023-10-27,012,84.83,Materials
2023-10-28,012,70.68,Materials
2023-10-29,012,69.66,Materials
2023-10-30,012,70.88,Materials
2023-10-31,012,70.41,Materials
2023-11-01,012,70.45,Materials
2023-11-02,012,69.84,Materials
2023-11-03,012,71.16,Materials
2023-11-04,012,71.03,Materials
2023-11-05,012,71.16,Materials
2023-11-06,012,68.81,Materials
2023-11-07,012,69.33,Materials
2023-11-08,012,68.84,Materials
2023-11-09,012,68.73,Materials
2023-11-10,012,69.63,Materials
2023-11-11,012,69.75,Materials
2023-11-12,012,70.47,Materials
2023-11-13,012,71.1,Materials
2023-11-14,012,70.58,Materials
2023-11-15,012,70.62,Materials
2023-11-16,012,71.66,Materials
2023-11-17,012,71.66,Materials
2023-11-18,012,71.51,Materials
2023-11-19,012,70.92,Materials
2023-11-20,012,70.63,Materials
2023-11-21,012,70.7,Materials
2023-11-22,012,70.4,Materials
2023-11-23,012,68.91,Materials
2023-11-24,012,69.61,Materials
2023-11-25,012,69.53,Materials
2023-11-26,012,69.16,Materials
2023-11-27,012,68.68,Materials
2023-11-28,012,68.6,Materials
2023-11-29,012,69.35,Materials
2023-11-30,012,68.16,Materials
2023-12-01,012,68.87,Materials
2023-12-02,012,68.26,Materials
2023-12-03,012,67.9,Materials
2023-12-04,012,67.25,Materials
2023-12-05,012,66.36,Materials
2023-12-06,012,66.16,Materials
2023-12-07,012,65.72,Materials
2023-12-08,012,64.88,Materials
2023-12-09,012,65.9,Materials
2023-12-10,012,64.7,Materials
2023-12-11,012,64.18,Materials
2023-12-12,012,64.82,Materials
2023-12-13,012,65.33,Materials
2023-12-14,012,66.69,Materials
2023-12-15,012,66.31,Materials
2023-12-16,012,66.75,Materials
2023-12-17,012,67.65,Materials
2023-12-18,012,66.57,Materials
2023-12-19,012,66.17,Materials
2023-12-20,012,66.59,Materials
2023-12-21,012,66.66,Materials
2023-12-22,012,66.69,Materials
2023-12-23,012,66.52,Materials
2023-12-24,012,65.83,Materials
2023-12-25,012,65.24,Materials
2023-12-26,012,65.09,Materials
2023-12-27,012,64.27,Materials
2023-12-28,012,64.47,Materials
2023-12-29,012,65.31,Materials
2023-12-30,012,65.78,Materials
2023-12-31,012,65.96,Materials
2024-01-01,012,67.08,Materials
2024-01-02,012,66.18,Materials
2024-01-03,012,66.6,Materials
2024-01-04,012,67.27,Materials
2024-01-05,012,66.39,Materials
2024-01-06,012,66.55,Materials
2024-01-07,012,66.78,Materials
2024-01-08,012,67.37,Materials
2024-01-09,012,67.16,Materials
2024-01-10,012,67.03,Materials
2024-01-11,012,67.32,Materials
2024-01-12,012,66.84,Materials
2024-01-13,012,66.56,Materials
2024-01-14,012,67.04,Materials
2024-01-15,012,67.89,Materials
2024-01-16,012,68.34,Materials
2024-01-17,012,68.02,Materials
2024-01-18,012,67.93,Materials
2024-01-19,012,67.59,Materials
2024-01-20,012,66.09,Materials
2024-01-21,012,65.87,Materials
2024-01-22,012,68.16,Materials
2024-01-23,012,67.69,Materials
2024-01-24,012,67.68,Materials
2024-01-25,012,67.89,Materials
2024-01-26,012,68.35,Materials
2024-01-27,012,68.65,Materials
2024-01-28,012,68.14,Materials
2024-01-29,012,69.59,Materials
2024-01-30,012,70.2,Materials
2024-01-31,012,71.03,Materials
2024-02-01,012,72.24,Materials
2024-02-02,012,71.09,Materials
2024-02-03,012,70.54,Materials
2024-02-04,012,69.6,Materials
2024-02-05,012,69.43,Materials
2024-02-06,012,68.73,Materials
2024-02-07,012,68.19,Materials
2024-02-08,012,67.67,Materials
2024-02-09,012,68.41,Materials
2024-02-10,012,67.45,Materials
2024-02-11,012,66.88,Materials
2024-02-12,012,66.32,Materials
2024-02-13,012,65.91,Materials
2024-02-14,012,65.73,Materials
2024-02-15,012,64.89,Materials
2024-02-16,012,65.49,Materials
2024-02-17,012,66.09,Materials
2024-02-18,012,67.06,Materials
2024-02-19,012,67.07,Materials
2024-02-20,012,67.27,Materials
2024-02-21,012,66.96,Materials
2024-02-22,012,67.86,Materials
2024-02-23,012,68.5,Materials
2024-02-24,012,68.4,Materials
2024-02-25,012,67.74,Materials
2024-02-26,012,68.9,Materials
2024-02-27,012,69.53,Materials
2024-02-28,012,69.24,Materials
2024-02-29,012,70.19,Materials
2024-03-01,012,70.86,Materials
2024-03-02,012,69.47,Materials
2024-03-03,012,69.71,Materials
2024-03-04,012,69.68,Materials
2024-03-05,012,70.08,Materials
2024-03-06,012,70.78,Materials
2024-03-07,012,71.48,Materials
2024-03-08,012,72.12,Materials
2024-03-09,012,72.48,Materials
2024-03-10,012,71.01,Materials
2024-03-11,012,71.07,Materials
2024-03-12,012,71.5,Materials
2024-03-13,012,71.44,Materials
2024-03-14,012,70.54,Materials
2024-03-15,012,71.27,Materials
2024-03-16,012,70.96,Materials
2024-03-17,012,70.27,Materials
2024-03-18,012,69.5,Materials
2024-03-19,012,68.6,Materials
2024-03-20,012,70.38,Materials
2024-03-21,012,71.59,Materials
2024-03-22,012,72.19,Materials
2024-03-23,012,71.96,Materials
2024-03-24,012,72.67,Materials
2024-03-25,012,72.29,Materials
2024-03-26,012,73.69,Materials
2024-03-27,012,74.58,Materials
2024-03-28,012,74.02,Materials
2024-03-29,012,75.7,Materials
2024-03-30,012,75.09,Materials
2024-03-31,012,73.37,Materials
2024-04-01,012,71.87,Materials
2024-04-02,012,73.44,Materials
2024-04-03,012,73.54,Materials
2024-04-04,012,75.09,Materials
2024-04-05,012,74.12,Materials
2024-04-06,012,75.38,Materials
2024-04-07,012,76.42,Materials
2024-04-08,012,76.94,Materials
2024-04-09,012,77.3,Materials
2024-04-10,012,76.65,Materials
2024-04-11,012,77.58,Materials
2024-04-12,012,76.27,Materials
2024-04-13,012,75.62,Materials
2024-04-14,012,74.89,Materials
2024-04-15,012,75.04,Materials
2024-04-16,012,73.99,Materials
2024-04-17,012,75.14,Materials
2024-04-18,012,74.24,Materials
2024-04-19,012,73.37,Materials
2024-04-20,012,74.37,Materials
2024-04-21,012,74.23,Materials
2024-04-22,012,75.79,Materials
2024-04-23,012,76.57,Materials
2024-04-24,012,77.11,Materials
2024-04-25,012,77.15,Materials
2024-04-26,012,77.7,Materials
2024-04-27,012,78.52,Materials
2024-04-28,012,78.73,Materials
2024-04-29,012,79.57,Materials
2024-04-30,012,80.63,Materials
2024-05-01,012,80.84,Materials
2024-05-02,012,81.44,Materials
2024-05-03,012,82.66,Materials
2024-05-04,012,83.2,Materials
2024-05-05,012,84.27,Materials
2024-05-06,012,85.87,Materials
2024-05-07,012,86.2,Materials
2024-05-08,012,85.74,Materials
2024-05-09,012,83.93,Materials
2024-05-10,012,84.38,Materials
2024-05-11,012,83.94,Materials
2024-05-12,012,83.85,Materials
2024-05-13,012,83.16,Materials
2024-05-14,012,81.3,Materials
2023-01-01,013,439.4,Materials
2023-01-02,013,439.84,Materials
2023-01-03,013,439.93,Materials
2023-01-04,013,441.37,Materials
2023-01-05,013,442.51,Materials
2023-01-06,013,440.58,Materials
2023-01-07,013,440.01,Materials
2023-01-08,013,439.08,Materials
2023-01-09,013,440.86,Materials
2023-01-10,013,441.2,Materials
2023-01-11,013,442.5,Materials
2023-01-12,013,442.14,Materials
2023-01-13,013,444.09,Materials
2023-01-14,013,444.42,Materials
2023-01-15,013,440.62,Materials
2023-01-16,013,441.06,Materials
2023-01-17,013,444.01,Materials
2023-01-18,013,443.25,Materials
2023-01-19,013,445.0,Materials
2023-01-20,013,444.14,Materials
2023-01-21,013,446.37,Materials
2023-01-22,013,447.31,Materials
2023-01-23,013,446.88,Materials
2023-01-24,013,448.35,Materials
2023-01-25,013,446.94,Materials
2023-01-26,013,449.03,Materials
2023-01-27,013,447.4,Materials
2023-01-28,013,447.42,Materials
2023-01-29,013,447.84,Materials
2023-01-30,013,449.39,Materials
2023-01-31,013,449.51,Materials
2023-02-01,013,448.38,Materials
2023-02-02,013,445.64,Materials
2023-02-03,013,446.83,Materials
2023-02-04,013,445.76,Materials
2023-02-05,013,446.52,Materials
2023-02-06,013,447.1,Materials
2023-02-07,013,447.47,Materials
2023-02-08,013,446.5,Materials
2023-02-09,013,443.81,Materials
2023-02-10,013,445.29,Materials
2023-02-11,013,446.61,Materials
2023-02-12,013,447.55,Materials
2023-02-13,013,446.85,Materials
2023-02-14,013,447.2,Materials
2023-02-15,013,447.14,Materials
2023-02-16,013,445.12,Materials
2023-02-17,013,445.41,Materials
2023-02-18,013,446.49,Materials
2023-02-19,013,443.38,Materials
2023-02-20,013,443.52,Materials
2023-02-21,013,440.66,Materials
2023-02-22,013,443.89,Materials
2023-02-23,013,442.95,Materials
2023-02-24,013,444.83,Materials
2023-02-25,013,446.65,Materials
2023-02-26,013,446.16,Materials
2023-02-27,013,444.33,Materials
2023-02-28,013,445.29,Materials
2023-03-01,013,445.36,Materials
2023-03-02,013,446.58,Materials
2023-03-03,013,451.38,Materials
2023-03-04,013,450.2,Materials
2023-03-05,013,450.54,Materials
2023-03-06,013,448.84,Materials
2023-03-07,013,452.21,Materials
2023-03-08,013,451.16,Materials
2023-03-09,013,454.08,Materials
2023-03-10,013,454.35,Materials
2023-03-11,013,454.04,Materials
2023-03-12,013,454.6,Materials
2023-03-13,013,455.91,Materials
2023-03-14,013,454.54,Materials
2023-03-15,013,455.89,Materials
2023-03-16,013,458.42,Materials
2023-03-17,013,332.73,Materials
2023-03-18,013,331.54,Materials
2023-03-19,013,331.67,Materials
2023-03-20,013,330.15,Materials
2023-03-21,013,330.25,Materials
2023-03-22,013,330.75,Materials
2023-03-23,013,333.16,Materials
2023-03-24,013,332.03,Materials
2023-03-25,013,332.68,Materials
2023-03-26,013,332.48,Materials
2023-03-27,013,330.3,Materials
2023-03-28,013,328.33,Materials
2023-03-29,013,326.75,Materials
2023-03-30,013,325.87,Materials
2023-03-31,013,324.92,Materials
2023-04-01,013,324.92,Materials
2023-04-02,013,326.35,Materials
2023-04-03,013,325.84,Materials
2023-04-04,013,326.46,Materials
2023-04-05,013,324.02,Materials
2023-04-06,013,324.53,Materials
2023-04-07,013,326.39,Materials
2023-04-08,013,325.74,Materials
2023-04-09,013,325.81,Materials
2023-04-10,013,326.33,Materials
2023-04-11,013,324.65,Materials
2023-04-12,013,322.66,Materials
2023-04-13,013,322.83,Materials
2023-04-14,013,323.35,Materials
2023-04-15,013,324.58,Materials
2023-04-16,013,325.11,Materials
2023-04-17,013,325.08,Materials
2023-04-18,013,324.37,Materials
2023-04-19,013,325.38,Materials
2023-04-20,013,323.23,Materials
2023-04-21,013,322.89,Materials
2023-04-22,013,320.44,Materials
2023-04-23,013,319.63,Materials
2023-04-24,013,318.93,Materials
2023-04-25,013,316.18,Materials
2023-04-26,013,317.28,Materials
2023-04-27,013,319.5,Materials
2023-04-28,013,322.71,Materials
2023-04-29,013,322.75,Materials
2023-04-30,013,321.71,Materials
2023-05-01,013,321.7,Materials
2023-05-02,013,321.92,Materials
2023-05-03,013,321.47,Materials
2023-05-04,013,322.67,Materials
2023-05-05,013,323.02,Materials
2023-05-06,013,323.71,Materials
2023-05-07,013,322.46,Materials
2023-05-08,013,321.77,Materials
2023-05-09,013,320.42,Materials
2023-05-10,013,321.57,Materials
2023-05-11,013,321.54,Materials
2023-05-12,013,321.11,Materials
2023-05-13,013,321.86,Materials
2023-05-14,013,320.07,Materials
2023-05-15,013,318.05,Materials
2023-05-16,013,317.42,Materials
2023-05-17,013,317.33,Materials
2023-05-18,013,316.88,Materials
2023-05-19,013,314.13,Materials
2023-05-20,013,313.33,Materials
2023-05-21,013,315.39,Materials
2023-05-22,013,315.17,Materials
2023-05-23,013,316.34,Materials
2023-05-24,013,318.37,Materials
2023-05-25,013,318.93,Materials
2023-05-26,013,316.5,Materials
2023-05-27,013,318.03,Materials
2023-05-28,013,317.11,Materials
2023-05-29,013,317.03,Materials
2023-05-30,013,317.5,Materials
2023-05-31,013,316.32,Materials
2023-06-01,013,317.81,Materials
2023-06-02,013,317.61,Materials
2023-06-03,013,317.69,Materials
2023-06-04,013,317.45,Materials
2023-06-05,013,315.63,Materials
2023-06-06,013,316.76,Materials
2023-06-07,013,317.18,Materials
2023-06-08,013,319.61,Materials
2023-06-09,013,322.45,Materials
2023-06-10,013,323.62,Materials
2023-06-11,013,323.2,Materials
2023-06-12,013,323.25,Materials
2023-06-13,013,322.91,Materials
2023-06-14,013,321.2,Materials
2023-06-15,013,323.46,Materials
2023-06-16,013,323.88,Materials
2023-06-17,013,323.77,Materials
2023-06-18,013,322.07,Materials
2023-06-19,013,321.26,Materials
2023-06-20,013,319.79,Materials
2023-06-21,013,320.86,Materials
2023-06-22,013,319.84,Materials
2023-06-23,013,317.35,Materials
2023-06-24,013,318.75,Materials
2023-06-25,013,317.92,Materials
2023-06-26,013,318.4,Materials
2023-06-27,013,317.27,Materials
2023-06-28,013,320.54,Materials
2023-06-29,013,319.49,Materials
2023-06-30,013,319.27,Materials
2023-07-01,013,318.59,Materials
2023-07-02,013,319.3,Materials
2023-07-03,013,320.56,Materials
2023-07-04,013,318.89,Materials
2023-07-05,013,320.03,Materials
2023-07-06,013,321.5,Materials
2023-07-07,013,321.93,Materials
2023-07-08,013,322.56,Materials
2023-07-09,013,320.12,Materials
2023-07-10,013,318.3,Materials
2023-07-11,013,318.35,Materials
2023-07-12,013,318.01,Materials
2023-07-13,013,318.35,Materials
2023-07-14,013,319.09,Materials
2023-07-15,013,318.29,Materials
2023-07-16,013,318.46,Materials
2023-07-17,013,316.44,Materials
2023-07-18,013,315.64,Materials
2023-07-19,013,313.49,Materials
2023-07-20,013,325.93,Materials
2023-07-21,013,325.09,Materials
2023-07-22,013,326.87,Materials
2023-07-23,013,326.11,Materials
2023-07-24,013,326.95,Materials
2023-07-25,013,327.42,Materials
2023-07-26,013,326.24,Materials
2023-07-27,013,326.52,Materials
2023-07-28,013,327.87,Materials
2023-07-29,013,327.45,Materials
2023-07-30,013,324.5,Materials
2023-07-31,013,325.29,Materials
2023-08-01,013,325.9,Materials
2023-08-02,013,326.34,Materials
2023-08-03,013,327.21,Materials
2023-08-04,013,324.74,Materials
2023-08-05,013,325.78,Materials
2023-08-06,013,324.33,Materials
2023-08-07,013,326.17,Materials
2023-08-08,013,327.19,Materials
2023-08-09,013,327.38,Materials
2023-08-10,013,329.3,Materials
2023-08-11,013,330.92,Materials
2023-08-12,013,331.47,Materials
2023-08-13,013,332.82,Materials
2023-08-14,013,332.82,Materials
2023-08-15,013,334.1,Materials
2023-08-16,013,333.91,Materials
2023-08-17,013,332.96,Materials
2023-08-18,013,331.31,Materials
2023-08-19,013,330.11,Materials
2023-08-20,013,329.2,Materials
2023-08-21,013,327.89,Materials
2023-08-22,013,327.88,Materials
2023-08-23,013,330.08,Materials
2023-08-24,013,329.5,Materials
2023-08-25,013,330.01,Materials
2023-08-26,013,329.04,Materials
2023-08-27,013,329.45,Materials
2023-08-28,013,328.08,Materials
2023-08-29,013,327.33,Materials
2023-08-30,013,326.93,Materials
2023-08-31,013,325.97,Materials
2023-09-01,013,323.81,Materials
2023-09-02,013,323.35,Materials
2023-09-03,013,324.95,Materials
2023-09-04,013,325.73,Materials
2023-09-05,013,326.57,Materials
2023-09-06,013,324.67,Materials
2023-09-07,013,323.31,Materials
2023-09-08,013,321.65,Materials
2023-09-09,013,321.94,Materials
2023-09-10,013,318.18,Materials
2023-09-11,013,318.73,Materials
2023-09-12,013,319.48,Materials
2023-09-13,013,318.34,Materials
2023-09-14,013,317.51,Materials
2023-09-15,013,318.12,Materials
2023-09-16,013,317.87,Materials
2023-09-17,013,316.9,Materials
2023-09-18,013,314.15,Materials
2023-09-19,013,314.45,Materials
2023-09-20,013,314.22,Materials
2023-09-21,013,313.9,Materials
2023-09-22,013,313.95,Materials
2023-09-23,013,311.59,Materials
2023-09-24,013,311.95,Materials
2023-09-25,013,310.71,Materials
2023-09-26,013,310.41,Materials
2023-09-27,013,308.31,Materials
2023-09-28,013,307.73,Materials
2023-09-29,013,308.13,Materials
2023-09-30,013,308.81,Materials
2023-10-01,013,308.74,Materials
2023-10-02,013,311.6,Materials
2023-10-03,013,309.46,Materials
2023-10-04,013,309.63,Materials
2023-10-05,013,308.46,Materials
2023-10-06,013,309.91,Materials
2023-10-07,013,310.46,Materials
2023-10-08,013,308.73,Materials
2023-10-09,013,308.59,Materials
2023-10-10,013,307.73,Materials
2023-10-11,013,309.87,Materials
2023-10-12,013,309.76,Materials
2023-10-13,013,309.75,Materials
2023-10-14,013,309.33,Materials
2023-10-15,013,309.34,Materials
2023-10-16,013,309.89,Materials
2023-10-17,013,310.42,Materials
2023-10-18,013,311.59,Materials
2023-10-19,013,312.7,Materials
2023-10-20,013,311.71,Materials
2023-10-21,013,311.53,Materials
2023-10-22,013,313.35,Materials
2023-10-23,013,311.2,Materials
2023-10-24,013,308.96,Materials
2023-10-25,013,307.6,Materials
2023-10-26,013,305.08,Materials
2023-10-27,013,305.66,Materials
2023-10-28,013,232.33,Materials
2023-10-29,013,232.41,Materials
2023-10-30,013,232.24,Materials
2023-10-31,013,233.08,Materials
2023-11-01,013,231.62,Materials
2023-11-02,013,230.77,Materials
2023-11-03,013,230.76,Materials
2023-11-04,013,229.48,Materials
2023-11-05,013,229.01,Materials
2023-11-06,013,230.76,Materials
2023-11-07,013,230.44,Materials
2023-11-08,013,231.74,Materials
2023-11-09,013,231.88,Materials
2023-11-10,013,232.76,Materials
2023-11-11,013,232.01,Materials
2023-11-12,013,232.11,Materials
2023-11-13,013,233.29,Materials
2023-11-14,013,231.49,Materials
2023-11-15,013,231.73,Materials
2023-11-16,013,231.43,Materials
2023-11-17,013,231.47,Materials
2023-11-18,013,231.62,Materials
2023-11-19,013,231.53,Materials
2023-11-20,013,231.57,Materials
2023-11-21,013,232.36,Materials
2023-11-22,013,232.8,Materials
2023-11-23,013,232.13,Materials
2023-11-24,013,233.1,Materials
2023-11-25,013,232.41,Materials
2023-11-26,013,233.81,Materials
2023-11-27,013,233.19,Materials
2023-11-28,013,233.31,Materials
2023-11-29,013,232.82,Materials
2023-11-30,013,233.76,Materials
2023-12-01,013,233.71,Materials
2023-12-02,013,233.41,Materials
2023-12-03,013,233.53,Materials
2023-12-04,013,232.5,Materials
2023-12-05,013,232.59,Materials
2023-12-06,013,232.08,Materials
2023-12-07,013,232.73,Materials
2023-12-08,013,232.09,Materials
2023-12-09,013,230.0,Materials
2023-12-10,013,230.17,Materials
2023-12-11,013,230.4,Materials
2023-12-12,013,230.85,Materials
2023-12-13,013,230.76,Materials
2023-12-14,013,232.05,Materials
2023-12-15,013,231.42,Materials
2023-12-16,013,231.33,Materials
2023-12-17,013,230.95,Materials
2023-12-18,013,231.33,Materials
2023-12-19,013,231.77,Materials
2023-12-20,013,232.03,Materials
2023-12-21,013,230.81,Materials
2023-12-22,013,229.33,Materials
2023-12-23,013,230.42,Materials
2023-12-24,013,230.87,Materials
2023-12-25,013,229.64,Materials
2023-12-26,013,229.14,Materials
2023-12-27,013,231.16,Materials
2023-12-28,013,230.03,Materials
2023-12-29,013,228.23,Materials
2023-12-30,013,227.16,Materials
2023-12-31,013,227.38,Materials
2024-01-01,013,225.77,Materials
2024-01-02,013,226.07,Materials
2024-01-03,013,226.69,Materials
2024-01-04,013,227.06,Materials
2024-01-05,013,227.09,Materials
2024-01-06,013,227.57,Materials
2024-01-07,013,226.8,Materials
2024-01-08,013,226.71,Materials
2024-01-09,013,225.63,Materials
2024-01-10,013,224.94,Materials
2024-01-11,013,224.57,Materials
2024-01-12,013,225.27,Materials
2024-01-13,013,225.47,Materials
2024-01-14,013,224.88,Materials
2024-01-15,013,225.08,Materials
2024-01-16,013,223.95,Materials
2024-01-17,013,225.07,Materials
2024-01-18,013,225.56,Materials
2024-01-19,013,225.27,Materials
2024-01-20,013,223.32,Materials
2024-01-21,013,224.45,Materials
2024-01-22,013,224.92,Materials
2024-01-23,013,223.85,Materials
2024-01-24,013,224.85,Materials
2024-01-25,013,224.06,Materials
2024-01-26,013,223.79,Materials
2024-01-27,013,223.11,Materials
2024-01-28,013,221.71,Materials
2024-01-29,013,221.55,Materials
2024-01-30,013,222.64,Materials
2024-01-31,013,222.05,Materials
2024-02-01,013,223.38,Materials
2024-02-02,013,222.15,Materials
2024-02-03,013,222.78,Materials
2024-02-04,013,222.63,Materials
2024-02-05,013,223.5,Materials
2024-02-06,013,224.76,Materials
2024-02-07,013,225.87,Materials
2024-02-08,013,227.06,Materials
2024-02-09,013,227.31,Materials
2024-02-10,013,228.37,Materials
2024-02-11,013,228.04,Materials
2024-02-12,013,228.72,Materials
2024-02-13,013,229.14,Materials
2024-02-14,013,229.64,Materials
2024-02-15,013,228.54,Materials
2024-02-16,013,230.12,Materials
2024-02-17,013,230.37,Materials
2024-02-18,013,229.3,Materials
2024-02-19,013,229.82,Materials
2024-02-20,013,229.96,Materials
2024-02-21,013,228.37,Materials
2024-02-22,013,227.58,Materials
2024-02-23,013,226.99,Materials
2024-02-24,013,226.75,Materials
2024-02-25,013,227.03,Materials
2024-02-26,013,226.03,Materials
2024-02-27,013,224.64,Materials
2024-02-28,013,223.89,Materials
2024-02-29,013,224.65,Materials
2024-03-01,013,224.86,Materials
2024-03-02,013,223.31,Materials
2024-03-03,013,224.81,Materials
2024-03-04,013,224.51,Materials
2024-03-05,013,225.17,Materials
2024-03-06,013,224.56,Materials
2024-03-07,013,225.48,Materials
2024-03-08,013,226.61,Materials
2024-03-09,013,227.85,Materials
2024-03-10,013,227.9,Materials
2024-03-11,013,229.03,Materials
2024-03-12,013,230.93,Materials
2024-03-13,013,230.05,Materials
2024-03-14,013,229.73,Materials
2024-03-15,013,230.06,Materials
2024-03-16,013,229.36,Materials
2024-03-17,013,230.79,Materials
2024-03-18,013,229.62,Materials
2024-03-19,013,230.53,Materials
2024-03-20,013,231.48,Materials
2024-03-21,013,230.55,Materials
2024-03-22,013,230.26,Materials
2024-03-23,013,228.74,Materials
2024-03-24,013,228.3,Materials
2024-03-25,013,227.88,Materials
2024-03-26,013,227.89,Materials
2024-03-27,013,226.86,Materials
2024-03-28,013,227.06,Materials
2024-03-29,013,227.34,Materials
2024-03-30,013,227.67,Materials
2024-03-31,013,227.68,Materials
2024-04-01,013,226.86,Materials
2024-04-02,013,226.12,Materials
2024-04-03,013,225.97,Materials
2024-04-04,013,226.39,Materials
2024-04-05,013,228.13,Materials
2024-04-06,013,227.09,Materials
2024-04-07,013,227.52,Materials
2024-04-08,013,227.51,Materials
2024-04-09,013,227.94,Materials
2024-04-10,013,228.46,Materials
2024-04-11,013,229.35,Materials
2024-04-12,013,229.12,Materials
2024-04-13,013,231.93,Materials
2024-04-14,013,230.94,Materials
